protocol=4 seed=67 ops=10000
DET scan_inverted 0
DET scan_snapshot 1
DET delrange_empty ok
SCAN [key4291, key7368) key5834=>value38460
SCAN [key1205, key6819) key1247=>value84461 key1249=>value13623 key1257=>value45353 key1323=>value91716 key1403=>value52373 key147=>value83998 key1584=>value91466 key1590=>value66362 key1746=>value64129 key1813=>value52537 key1930=>value47336 key2162=>value73912 key2220=>value92837 key2272=>value27254 key2328=>value94198 key2488=>value69293 key2693=>value63505 key2756=>value36590 key278=>value93014 key3074=>value19688 key3559=>value97102 key3865=>value69389 key3943=>value62479 key4110=>value99103 key4305=>value68504 key4603=>value43519 key4667=>value51455 key5045=>value29591 key5512=>value98501 key5720=>value86944 key5789=>value51482 key5828=>value30066 key5999=>value39144
SCAN [key3380, key9176) key3559=>value97102 key3865=>value69389 key3943=>value62479 key4110=>value99103 key4305=>value68504 key4603=>value43519 key4667=>value51455 key5045=>value29591 key5512=>value98501 key5720=>value86944 key5789=>value51482 key5828=>value30066 key5999=>value39144 key806=>value17551 key8600=>value67150 key8608=>value6666 key9112=>value47673 key9174=>value43677
SCAN [key6178, key7407) key6565=>value33972
SCAN [key245, key5521) key33=>value36970 key3536=>value9517 key4616=>value16907 key4638=>value86800 key4714=>value37576 key5430=>value68594
SCAN [key5402, key7762) key5430=>value68594 key5512=>value3995 key5681=>value53096 key584=>value35989 key593=>value9983 key5993=>value85302 key6049=>value80843 key6565=>value33972 key6746=>value48825 key6764=>value77340 key7094=>value1029
SCAN [key6755, key9803) key6764=>value77340 key725=>value90237 key8173=>value70525 key9637=>value87369 key9650=>value29948 key9700=>value49901
SCAN [key5924, key6259) key5937=>value22657
SCAN [key7358, key9378) key7807=>value40567 key8173=>value70525 key867=>value34359
SCAN [key2411, key9422) key2981=>value87174 key3060=>value8765 key3761=>value88014 key3919=>value7415 key4261=>value59189 key5438=>value74065 key549=>value51714 key822=>value24532
SCAN [key491, key8792) key5438=>value74065 key549=>value51714 key5869=>value57485 key7140=>value30991 key822=>value24532 key8404=>value90945
SCAN [key3409, key8916) key3761=>value88014 key3919=>value7415 key4261=>value59189 key5438=>value74065 key549=>value51714 key5869=>value57485 key650=>value64805 key7140=>value30991 key822=>value24532 key8404=>value90945
SCAN [key2794, key7273) key2849=>value11342 key3761=>value88014 key3919=>value7415 key4261=>value59189 key5438=>value74065 key549=>value51714 key5869=>value57485 key650=>value64805 key7140=>value30991
SCAN [key1902, key2532) key1947=>value56484 key2162=>value38457
SCAN [key4234, key7341) key4261=>value59189 key5438=>value74065 key549=>value51714 key5869=>value57485 key623=>value33080 key650=>value64805 key7140=>value30991 key7238=>value87221
SCAN [key4419, key7780) key5438=>value74065 key549=>value51714 key5869=>value57485 key623=>value33080 key650=>value64805 key7140=>value30991 key7238=>value87221
SCAN [key2905, key6874) key3590=>value4012 key3761=>value88014 key3919=>value7415 key4261=>value59189 key5097=>value93955 key650=>value64805
SCAN [key6621, key8145) key7285=>value29210 key7296=>value98864 key774=>value18264 key7764=>value6446
SCAN [key2427, key4910) key2645=>value41157 key2738=>value1671 key2849=>value11342 key3189=>value7975 key357=>value28877 key3590=>value4012 key3761=>value88014 key3919=>value7415 key3993=>value54997
SCAN [key1698, key7375) key1795=>value65843 key1871=>value34995 key1947=>value56484 key2109=>value29040 key2113=>value43965 key215=>value55744 key2162=>value38457 key2266=>value4375 key2359=>value35496 key2645=>value41157 key2738=>value1671 key2849=>value11342 key3189=>value7975 key357=>value28877 key3590=>value4012 key3761=>value88014 key3919=>value7415 key3993=>value54997 key429=>value78089 key5050=>value41454 key5541=>value85515 key6258=>value41522 key6305=>value52984 key6371=>value27963 key6519=>value61510 key6570=>value45792 key7285=>value29210 key7296=>value98864
SCAN [key4533, key7666) key5050=>value41454 key5095=>value55968 key5541=>value85515 key5573=>value73317 key6258=>value41522 key6305=>value52984 key6371=>value27963 key6519=>value61510 key6570=>value45792 key7188=>value43218 key7285=>value29210 key7296=>value98864
SCAN [key1356, key1665) key1442=>value61716 key1456=>value99904
SCAN [key3233, key4234) key3308=>value41040
SCAN [key4834, key5797) key5132=>value55336
SCAN [key1067, key9487) key1117=>value56946 key1123=>value40084 key1224=>value57467 key134=>value24996 key1442=>value61716 key1456=>value99904 key1674=>value97360 key1676=>value41268 key1795=>value65843 key1871=>value34995 key1926=>value36916 key1947=>value56484 key2077=>value70178 key2109=>value29040 key211=>value20925 key2113=>value43965 key215=>value55744 key2162=>value38457 key2394=>value66113 key2480=>value85540 key3308=>value41040 key3864=>value9398 key4029=>value28119 key4566=>value55924 key5132=>value55336 key6068=>value42871 key6131=>value53194 key6169=>value3960 key6676=>value33950 key6835=>value20166 key6926=>value8773 key7780=>value70511 key8432=>value10535 key8524=>value10851 key8560=>value57051 key86=>value49215 key893=>value33672 key920=>value12799 key9423=>value65796
SCAN [key4260, key7024) key4566=>value55924 key5132=>value55336 key5994=>value48128 key6068=>value42871 key6131=>value53194 key6169=>value3960 key6676=>value33950 key6835=>value20166 key6926=>value8773
SCAN [key4789, key5620) key5132=>value55336 key5262=>value55500
SCAN [key3717, key4307) key3864=>value9398 key4029=>value28119
SCAN [key5376, key8973) key5994=>value48128 key6068=>value42871 key6131=>value53194 key6169=>value3960 key6676=>value33950 key6696=>value76367 key6835=>value20166 key6926=>value8773 key7397=>value77387 key7595=>value17195 key7721=>value83860 key7780=>value70511 key8432=>value10535 key8524=>value10851 key8560=>value57051 key86=>value49215 key893=>value33672
SCAN [key2469, key7099) key5649=>value76331
SCAN [key3837, key420)
SCAN [key3435, key7376) key3616=>value68745 key5098=>value23564 key5649=>value76331 key6277=>value15406 key6484=>value55015 key7157=>value41540 key7249=>value31258 key7324=>value21117 key7335=>value94959
SCAN [key8255, key8268)
GET key1737 => value19123
SCAN [key5707, key9776) key5789=>value71177 key6277=>value15406 key6484=>value55015 key6600=>value58669 key6686=>value69995 key6873=>value25340 key7018=>value5831 key7157=>value41540 key7249=>value31258 key7250=>value82907 key7324=>value21117 key7335=>value94959 key7397=>value77387 key7422=>value36869 key7595=>value17195 key7935=>value866 key8011=>value98975 key8190=>value2716 key8214=>value14307 key8301=>value82170 key8314=>value2195 key8504=>value94208 key8648=>value65196 key8657=>value75254 key8729=>value46586 key8863=>value40690 key8916=>value29483 key8922=>value55743 key9032=>value74436 key9374=>value45969 key960=>value96251 key974=>value56346
SCAN [key1828, key5029) key1856=>value29907 key1871=>value34995 key1906=>value49283 key1926=>value36916 key1947=>value56484 key20=>value37986 key2063=>value2376 key2077=>value70178 key2118=>value30555 key2249=>value96139 key2468=>value65735 key2609=>value61901 key2833=>value20190 key3088=>value33031 key3100=>value80440 key3442=>value11972 key3860=>value1666 key4360=>value47597 key4458=>value86135 key449=>value44841 key4617=>value50249 key4665=>value22537 key4868=>value81189 key4875=>value75283 key499=>value56169
SCAN [key7721, key8896) key7935=>value866 key8011=>value98975 key8190=>value2716 key8214=>value14307 key8301=>value82170 key8314=>value2195 key8504=>value94208 key8648=>value65196 key8657=>value75254 key8729=>value46586 key8757=>value95147 key8863=>value40690
SCAN [key4719, key8352) key4851=>value82934 key4868=>value81189 key4875=>value75283 key499=>value56169 key5098=>value23564 key5251=>value41148 key5332=>value21162 key554=>value90791 key5545=>value23125 key5649=>value76331 key5694=>value88938 key5789=>value71177 key6035=>value41950 key6277=>value15406 key6484=>value55015 key6552=>value54049 key6568=>value54339 key6600=>value58669 key6686=>value69995 key6873=>value25340 key7018=>value5831 key7157=>value41540 key7249=>value31258 key7250=>value82907 key7324=>value21117 key7335=>value94959 key7397=>value77387 key7422=>value36869 key7595=>value17195 key7935=>value866 key8011=>value98975 key8190=>value2716 key8214=>value14307 key8301=>value82170 key8314=>value2195
SCAN [key1122, key8649) key1123=>value40084 key1224=>value57467 key134=>value24996 key1364=>value13880 key1377=>value75625 key1412=>value82181 key1440=>value44895 key1442=>value61716 key1456=>value99904 key1598=>value90416 key1616=>value39910 key1622=>value6969 key1674=>value97360 key1676=>value41268 key1736=>value36133 key1737=>value19123 key175=>value25246 key1795=>value65843 key1856=>value29907 key1871=>value34995 key1906=>value49283 key1926=>value36916 key1946=>value42300 key1947=>value56484 key20=>value37986 key2063=>value2376 key2077=>value70178 key2118=>value30555 key2249=>value96139 key2307=>value22793 key2425=>value5564 key2468=>value65735 key2609=>value61901 key2788=>value41660 key2833=>value20190 key3088=>value33031 key3100=>value80440 key3386=>value43291 key3442=>value11972 key3612=>value78480 key3695=>value7526 key3860=>value1666 key4037=>value39173 key4199=>value95294 key4326=>value60791 key436=>value57792 key4360=>value47597 key44=>value64274 key4441=>value70702 key4458=>value86135 key449=>value44841 key4617=>value50249 key4665=>value22537 key4676=>value96499 key471=>value45321 key4851=>value82934 key4868=>value81189 key4875=>value75283 key499=>value56169 key5098=>value23564 key5179=>value12264 key5251=>value41148 key5332=>value21162 key554=>value90791 key5545=>value23125 key5649=>value76331 key5671=>value91562 key5694=>value88938 key5781=>value69422 key5789=>value71177 key597=>value18114 key6035=>value41950 key625=>value62029 key6277=>value15406 key6484=>value55015 key6552=>value54049 key6568=>value54339 key6600=>value58669 key6686=>value69995 key6795=>value26593 key6873=>value25340 key7018=>value5831 key7157=>value41540 key7249=>value31258 key7250=>value82907 key7324=>value21117 key7335=>value94959 key7397=>value77387 key7422=>value36869 key7595=>value17195 key7750=>value55584 key7872=>value18192 key7935=>value866 key8011=>value98975 key8190=>value2716 key8214=>value14307 key8301=>value82170 key8314=>value2195 key8335=>value1336 key8504=>value94208 key8648=>value65196
SCAN [key5325, key7952)
SCAN [key5809, key8531) key6555=>value15143 key6724=>value29146 key7081=>value72074 key7617=>value68127 key8301=>value82170 key8314=>value2195 key8335=>value1336 key8504=>value94208
SCAN [key3745, key6871) key3882=>value15447 key4497=>value48663 key4525=>value53646 key462=>value13872 key483=>value37733 key5402=>value34837 key5453=>value70405 key6555=>value15143 key6724=>value29146
SCAN [key1191, key9054) key1224=>value57467 key134=>value24996 key1364=>value13880 key1377=>value75625 key1412=>value82181 key1440=>value44895 key1442=>value61716 key1456=>value99904 key1598=>value90416 key1616=>value39910 key1622=>value6969 key1672=>value17089 key1674=>value97360 key1676=>value41268 key1736=>value36133 key1737=>value19123 key175=>value25246 key1795=>value65843 key1856=>value29907 key1871=>value34995 key1906=>value49283 key1926=>value36916 key1946=>value42300 key1947=>value56484 key20=>value37986 key2063=>value2376 key2077=>value70178 key237=>value99837 key2666=>value94577 key3552=>value82644 key3882=>value15447 key4497=>value48663 key4525=>value53646 key462=>value13872 key483=>value37733 key4837=>value40088 key5108=>value40163 key5402=>value34837 key5453=>value70405
SCAN [key310, key366) key3552=>value82644
SCAN [key1232, key7641) key1246=>value39769 key134=>value24996 key1346=>value42269 key1364=>value13880 key1377=>value75625 key1412=>value82181 key1440=>value44895 key1442=>value61716 key1456=>value99904 key1598=>value90416 key1616=>value39910 key1622=>value6969 key1672=>value17089 key1674=>value97360 key1676=>value41268 key1708=>value17883 key1736=>value36133 key1737=>value19123 key175=>value25246 key1795=>value65843 key1819=>value12409 key1856=>value29907 key1871=>value34995 key1906=>value49283 key1926=>value36916 key1946=>value42300 key1947=>value56484 key2744=>value67532
SCAN [key6131, key8919) key6254=>value59606 key6531=>value64942 key7326=>value96409 key8619=>value51495 key8668=>value1580
SCAN [key1402, key3430) key1412=>value82181 key142=>value14696 key1440=>value44895 key1442=>value61716 key1456=>value99904 key1598=>value90416 key1616=>value39910 key1622=>value6969 key1635=>value68004 key1672=>value17089 key1674=>value97360 key1676=>value41268 key1699=>value79925 key1708=>value17883 key1736=>value36133 key1737=>value19123 key175=>value25246 key1786=>value61803 key1795=>value65843 key1819=>value12409 key1856=>value29907 key1871=>value34995 key1906=>value49283 key1926=>value36916 key1946=>value42300 key1947=>value56484 key1948=>value90699 key2196=>value52265 key2240=>value11898
SCAN [key5902, key8742) key609=>value85530 key6254=>value59606 key6531=>value64942 key7326=>value96409 key8619=>value51495 key8668=>value1580
SCAN [key3638, key5308) key3991=>value52407 key413=>value45197
GET key9871 => value14178
GET key1708 => value17883
SCAN [key3260, key7277) key3991=>value52407 key413=>value45197
SCAN [key1684, key8146) key1699=>value79925 key1708=>value17883 key1736=>value36133 key1737=>value19123 key175=>value25246 key1786=>value61803 key1795=>value65843 key1819=>value12409 key1856=>value29907 key1871=>value34995 key1906=>value49283 key1926=>value36916 key1946=>value42300 key1947=>value56484 key1948=>value90699 key2196=>value52265 key2240=>value11898 key2380=>value21742 key2460=>value65490 key2566=>value47903 key2967=>value78227 key4325=>value26923 key6678=>value22060 key773=>value30287 key7747=>value81693 key7782=>value22680
SCAN [key2028, key8420) key2196=>value52265 key2240=>value11898 key2380=>value21742 key2460=>value65490 key2566=>value47903 key2967=>value78227 key4325=>value26923 key4441=>value61308 key6678=>value22060 key773=>value30287 key7747=>value81693 key7782=>value22680
SCAN [key9472, key9767) key9483=>value32781 key9553=>value41476 key9650=>value35938 key9743=>value72449
SCAN [key6880, key9879) key773=>value30287 key7747=>value81693 key7782=>value22680 key8976=>value837 key9=>value30737 key9483=>value32781 key9553=>value41476 key9650=>value35938 key9743=>value72449 key9871=>value14178
SCAN [key4228, key4282)
SCAN [key3493, key9631) key4325=>value26923 key4441=>value61308 key6678=>value22060 key7456=>value31911 key773=>value30287 key7747=>value81693 key7782=>value22680 key8591=>value33368 key8976=>value837 key9=>value30737 key9258=>value72020 key9483=>value32781 key9553=>value41476
SCAN [key4401, key5374) key4441=>value61308
SCAN [key4690, key7478) key524=>value12974 key6678=>value22060 key7456=>value31911
SCAN [key2804, key8708) key2809=>value21577 key2967=>value78227 key3042=>value56757 key3068=>value90774 key342=>value22563 key3730=>value74131 key4325=>value26923 key4441=>value61308 key5148=>value68314 key524=>value12974 key6404=>value29535 key6481=>value2138 key6678=>value22060 key7265=>value10179 key7456=>value31911 key773=>value30287 key7747=>value81693 key7782=>value22680 key8451=>value96439 key8591=>value33368
